index,email_from,data,label
33,['lehoangminh.ai.tech@gmail.com'],"Many new movies are released this week with attractive content. This is a great chance to relax with friends after study hours. Book tickets in advance for better seats and comfort. Don’t forget to share your thoughts after watching the movie.",entertainment
34,['lehoangminh.ai.tech@gmail.com'],"Join this weekend’s event to receive many attractive gifts. There will be fun activities and group games. There are also special musical performances for you to enjoy. Don’t forget to invite more friends for extra excitement.",entertainment
35,['lehoangminh.ai.tech@gmail.com'],"Presale Access: Tickets for 'The Luminary Band' fall tour go on sale exclusively for our members tomorrow at 10 AM. Check the tour dates and get your presale code now before they sell out!",entertainment
36,['lehoangminh.ai.tech@gmail.com'],"Just Released: 'The Last Kingdom' Season 5 is now available to stream! Binge-watch all new episodes this weekend. Plus, check out our curated list of similar fantasy shows you might enjoy.",entertainment
37,['lehoangminh.ai.tech@gmail.com'],"Patch Notes Update: The latest update for 'Realm of Legends' is live, featuring a new map, two hero reworks, and balance changes. Log in now to see all the changes and jump back into the action!",entertainment
38,['lehoangminh.ai.tech@gmail.com'],"Upcoming Event: Join us for the grand opening of the 'Modern Masters' exhibition next Friday evening. Free entry and refreshments will be provided. RSVP to secure your spot for the exclusive viewing.",entertainment
39,['lehoangminh.ai.tech@gmail.com'],"Our selection for this month's book club is 'Where the Forest Ends.' We will be meeting on the 25th to discuss the first half. Happy reading, and let us know your initial thoughts!",entertainment
40,['lehoangminh.ai.tech@gmail.com'],"The new trailer for the highly anticipated sequel, 'Galactic Wars: Ascension,' dropped today! Watch it now and share your theories on who the new villain is.",entertainment
41,['lehoangminh.ai.tech@gmail.com'],"You're invited to a private screening of the Oscar-nominated documentary, 'Echoes of the Past,' next Tuesday. Limited seats available, RSVP quickly!",entertainment
42,['lehoangminh.ai.tech@gmail.com'],"Our weekly roundup of the best music festivals happening this summer is out! Check out the headliners and start planning your road trip with friends.",entertainment
43,['lehoangminh.ai.tech@gmail.com'],"New challenge alert! Compete in the 'Fortress Royale' competitive tournament this weekend. Huge cash prize pool for the top three teams. Sign up your squad now.",entertainment
44,['lehoangminh.ai.tech@gmail.com'],"The local theatre group is putting on a production of 'Hamlet' next month. Tickets are now on sale. Get the best seats before they are all gone!",entertainment
45,['lehoangminh.ai.tech@gmail.com'],"Podcast Recommendation: If you enjoy true crime, you must listen to 'The Vanishing.' New episodes are released every Wednesday. Start from Season 1 for the full experience.",entertainment
46,['lehoangminh.ai.tech@gmail.com'],"Art Contest Winner Announced! Congratulations to Jane Doe for her stunning painting 'City Lights.' Come view the winning piece at the lobby gallery all this month.",entertainment
47,['lehoangminh.ai.tech@gmail.com'],"Your favorite K-Pop band, 'Starlight,' just released their new album! Stream 'Galaxy' on all platforms and check out the breathtaking music video.",entertainment
48,['lehoangminh.ai.tech@gmail.com'],"We've added 100 classic movies to our streaming library this month, including 'Casablanca' and 'The Godfather.' Time for a classic movie marathon!",entertainment
49,['lehoangminh.ai.tech@gmail.com'],"Local Comic Convention is happening next weekend! Buy your passes now to meet celebrity guests, attend panels, and check out exclusive merchandise.",entertainment
50,['lehoangminh.ai.tech@gmail.com'],"Check out the latest gossip and celebrity news in our daily newsletter. Today's feature: Who wore it best at the Met Gala?",entertainment
51,['lehoangminh.ai.tech@gmail.com'],"Your subscription to 'Epic Games Magazine' has been renewed. The latest digital issue covering upcoming PC games is ready to download.",entertainment
52,['lehoangminh.ai.tech@gmail.com'],"The city museum is offering free admission this Saturday for the 'World History' exhibition. Bring your family for an educational and fun outing.",entertainment
53,['lehoangminh.ai.tech@gmail.com'],"New playlist drop! Listen to our 'Ultimate 80s Rock Anthems' playlist to power through your workout or your workday.",entertainment
54,['lehoangminh.ai.tech@gmail.com'],"The final episode of the popular reality show 'Survival Island' airs tonight! Don't miss the dramatic finale and the winner announcement.",entertainment
55,['lehoangminh.ai.tech@gmail.com'],"Fantasy Book Series Announcement: The author of 'The Shadow Realm' has confirmed the release date for Book 4 next spring. Pre-order your copy now!",entertainment
56,['lehoangminh.ai.tech@gmail.com'],"Review request: We hope you enjoyed the concert last night. Please take a moment to rate your experience and leave a review for the band.",entertainment
57,['lehoangminh.ai.tech@gmail.com'],"We're hosting a board game night at the community center next Friday. Come play classics like Catan and Ticket to Ride. Free snacks provided!",entertainment
58,['lehoangminh.ai.tech@gmail.com'],"The official soundtrack for the hit video game 'Cyberpunk City' is now available on Spotify. Listen to the entire score and enjoy the synth-wave vibes.",entertainment
59,['lehoangminh.ai.tech@gmail.com'],"The new action movie starring Tom Cruise is out now in cinemas! Book your tickets for the best viewing experience this weekend.",entertainment
60,['lehoangminh.ai.tech@gmail.com'],"This week’s homework is quite a lot and some types are harder than usual. You should start early to avoid stress at the weekend. If you encounter difficult exercises, discuss with friends to find solutions. Remember to carefully check your work before submitting.",study
61,['lehoangminh.ai.tech@gmail.com'],"The official exam schedule has been announced and you should arrange your study time properly. Break down each topic to study efficiently. Don’t wait until the last minute to start reviewing. If you feel stressed, take a break to keep your mind comfortable.",study
62,['lehoangminh.ai.tech@gmail.com'],"New study materials have been updated on the system, remember to download them. Also, refer to more books to expand your knowledge. Don’t forget to practice different types of exercises. I’m always ready to help if you need further explanations.",study
63,['lehoangminh.ai.tech@gmail.com'],"Don’t forget to complete all assigned homework for this week. Regular studying helps you absorb knowledge more effectively. If you have questions, ask teachers for timely answers. You can also study in groups to exchange experiences.",study
64,['lehoangminh.ai.tech@gmail.com'],"Wish you good study and high results in the upcoming exam. Don’t forget to review key knowledge and practice frequently. Take care of your health to have a relaxed mind during the exam. If you face difficulties, ask teachers or friends for support immediately.",study
65,['lehoangminh.ai.tech@gmail.com'],"The deadline for the final research paper has been moved to December 15th. Please note this change on your syllabus. Use the extra time wisely to refine your arguments and citations.",study
66,['lehoangminh.ai.tech@gmail.com'],"New Quiz Posted: A short quiz covering chapters 4 and 5 of the textbook is now available on the course management system. It must be completed by Sunday at midnight. Good luck!",study
67,['lehoangminh.ai.tech@gmail.com'],"Your requested textbook, 'Introduction to Calculus,' is now available for pickup at the main desk. Please retrieve it within 48 hours, or it will be returned to the general collection.",study
68,['lehoangminh.ai.tech@gmail.com'],"Reminder: The weekly study session for Organic Chemistry will be held virtually tonight at 7 PM. Bring any questions you have about reaction mechanisms. The Zoom link is the same as last week.",study
69,['lehoangminh.ai.tech@gmail.com'],"Course Registration for the Spring Semester opens next week, October 15th. Review your degree requirements and meet with your advisor this week to plan your schedule and avoid conflicts.",study
70,['lehoangminh.ai.tech@gmail.com'],"Your final grades for 'Linear Algebra' have been posted to the student portal. Log in to view your results and the professor's notes on your performance.",study
71,['lehoangminh.ai.tech@gmail.com'],"Upcoming Seminar: 'Effective Time Management for University Students' will be held in the main lecture hall next Thursday. Attendance is highly recommended!",study
72,['lehoangminh.ai.tech@gmail.com'],"The writing center is offering free one-on-one tutoring sessions for anyone struggling with essay structure. Book your appointment online now.",study
73,['lehoangminh.ai.tech@gmail.com'],"Please remember to bring your lab safety goggles to the Biology practical session tomorrow. Without them, you will not be permitted to participate.",study
74,['lehoangminh.ai.tech@gmail.com'],"Important notice regarding your student loan application: We require one more document, proof of residency. Please upload it to the financial aid website by Friday.",study
75,['lehoangminh.ai.tech@gmail.com'],"The deadline for dropping a class without a 'W' on your transcript is this Friday. Consult your academic advisor before making any decisions.",study
76,['lehoangminh.ai.tech@gmail.com'],"Peer Review Assignment: Your partner's essay for the literature course has been uploaded. Provide constructive feedback by the end of the weekend.",study
77,['lehoangminh.ai.tech@gmail.com'],"New online course available: 'Introduction to Python Programming.' This is a self-paced module that counts as an elective credit. Enroll today!",study
78,['lehoangminh.ai.tech@gmail.com'],"The Math department is looking for student volunteers to help tutor high school students. A great way to build your resume and help the community.",study
79,['lehoangminh.ai.tech@gmail.com'],"Campus library hours will be extended until midnight during final exam week. Take advantage of the quiet study space and resources.",study
80,['lehoangminh.ai.tech@gmail.com'],"Study Group Invitation: We are meeting tonight at the coffee shop near campus to review for the History final. Feel free to join if you want to go over the material.",study
81,['lehoangminh.ai.tech@gmail.com'],"Your student ID card needs to be revalidated for the new semester. Please visit the Registrar's office during business hours this week.",study
82,['lehoangminh.ai.tech@gmail.com'],"Professor Smith will be holding extra office hours on Tuesday and Thursday from 4 PM to 5 PM to discuss the upcoming group project.",study
83,['lehoangminh.ai.tech@gmail.com'],"Check out our new 'Mental Wellness' resources designed for students dealing with exam stress. Free counseling sessions are available.",study
84,['lehoangminh.ai.tech@gmail.com'],"Scholarship Opportunity: The application for the 'Excellence in Science' scholarship is now open. Deadline is November 1st. See details attached.",study
85,['lehoangminh.ai.tech@gmail.com'],"Reminder: Your presentation for the Communications class is scheduled for Monday. Ensure your slides are uploaded to the shared folder by Sunday night.",study
86,['lehoangminh.ai.tech@gmail.com'],"Textbook Buyback Program: Sell your used textbooks for cash next week at the university bookstore. Bring your student ID and books in good condition.",study
87,['lehoangminh.ai.tech@gmail.com'],"Congratulations! You have been accepted into the Honors Program for next year. Please reply to this email to accept your spot.",study
88,['lehoangminh.ai.tech@gmail.com'],"Please complete the pre-course survey for 'Introduction to Philosophy' so the professor can tailor the content to the class's background.",study
89,['lehoangminh.ai.tech@gmail.com'],"A new tutorial video explaining complex physics concepts has been uploaded to the course YouTube channel. Watch it before next lecture.",study
90,['lehoangminh.ai.tech@gmail.com'],"I just found a new coffee shop with a quiet and super cute space. It’s an ideal place to chat or work on weekends. If you’re free, we can visit this Saturday afternoon. Don’t forget to bring your laptop if you want to work together.",friends
91,['lehoangminh.ai.tech@gmail.com'],"The group plans to organize a picnic at Central Park this Sunday. There will be many group games for everyone to join. Prepare some snacks for us to enjoy together. Hope you’ll join to make the picnic more fun.",friends
92,['lehoangminh.ai.tech@gmail.com'],"I just uploaded our trip album for everyone to see. Everyone praises your natural and beautiful photos. Next time we could try a picnic in the suburbs for a change. If you know any interesting places, please recommend them to the group.",friends
93,['lehoangminh.ai.tech@gmail.com'],"See you next time, I’m really looking forward to meeting you and everyone. Last time was so much fun and created lots of memories. Hope this time will have even more interesting activities. Don’t forget to bring your camera to capture great moments.",friends
94,['lehoangminh.ai.tech@gmail.com'],"This weekend our group plans a small picnic at the park. Each person will prepare a dish to share together. Hope you’ll join for more happy memories. If you agree, confirm soon so I can make a food and activity list.",friends
95,['lehoangminh.ai.tech@gmail.com'],"Happy Birthday! I hope you have a wonderful day filled with fun and cake. Let's plan to catch up properly soon—maybe grab dinner next month? Text me when you're free.",friends
96,['lehoangminh.ai.tech@gmail.com'],"Family Photo Share: I just uploaded all the pictures from the beach trip to a shared drive. Check them out when you get a chance! There are some really funny ones of the kids building the sandcastle.",friends
97,['lehoangminh.ai.tech@gmail.com'],"I bought tickets for the 7 PM showing of that new sci-fi movie we talked about! I'll meet you at the theater entrance around 6:45 PM on Friday. Can't wait!",friends
98,['lehoangminh.ai.tech@gmail.com'],"The organizing committee has finalized the details for the 10-Year High School Reunion. Tickets are now on sale. We'd love to see you there! Visit the official website for details.",friends
99,['lehoangminh.ai.tech@gmail.com'],"Big news! I'm planning a weekend trip to climb Mount Baker in June. It's a challenging hike, but the views are incredible. Are you in? Let me know by the end of the week so I can book the permits.",friends
100,['lehoangminh.ai.tech@gmail.com'],"I'm moving to a new apartment next month. Could you and a couple of the guys help me load the big couch onto the truck next Saturday morning? I'll buy pizza and beer for everyone!",friends
101,['lehoangminh.ai.tech@gmail.com'],"Guess what? I just got engaged! I'm planning an engagement party for all our close friends next month. Save the date! More details on the venue and time to follow.",friends
102,['lehoangminh.ai.tech@gmail.com'],"Remember that old band we used to listen to in college? They're playing a surprise gig at the local bar this Friday! You have to come, it'll be just like old times.",friends
103,['lehoangminh.ai.tech@gmail.com'],"Hey, do you still have that camping tent I lent you last summer? I'm going on a trip this weekend and need it back. Let me know when is a good time to swing by and pick it up.",friends
104,['lehoangminh.ai.tech@gmail.com'],"Urgent! My phone just died and I don't have anyone else's number memorized. Can you please text me your current address? I need to send you something important by mail.",friends
105,['lehoangminh.ai.tech@gmail.com'],"I saw your mom at the grocery store today and she said you're doing great! She sends her love and asked me to tell you to call her soon.",friends
106,['lehoangminh.ai.tech@gmail.com'],"Movie night at my place this Saturday! We're watching the new Marvel film. Come over around 7 PM. Bring popcorn if you can, I'll supply the drinks.",friends
107,['lehoangminh.ai.tech@gmail.com'],"I just started a new job! It's been pretty hectic, but I wanted to share the good news with you. We should celebrate soon, maybe next weekend?",friends
108,['lehoangminh.ai.tech@gmail.com'],"Remember our silly promise to learn Spanish together? I actually started a Duolingo course! Want to join the family group and hold each other accountable?",friends
109,['lehoangminh.ai.tech@gmail.com'],"I'm looking for a reliable used car. You're the car expert! Any chance you can recommend a few models I should look at that are under $10,000?",friends
110,['lehoangminh.ai.tech@gmail.com'],"We're having a big barbecue on the 4th of July! I'm in charge of grilling. Can you bring your famous potato salad? Let me know if you can make it.",friends
111,['lehoangminh.ai.tech@gmail.com'],"Just landed in London! The flight was long, but I'm finally here. I'll call you tomorrow when I get settled into the hotel. Wish me luck with the jet lag!",friends
112,['lehoangminh.ai.tech@gmail.com'],"Hey, thanks so much for helping me study for that history exam! I passed with an A! I owe you a massive thank you dinner.",friends
113,['lehoangminh.ai.tech@gmail.com'],"I found an adorable stray kitten outside my building. I can't keep it, but I know you were looking for a pet. Want to come meet him this evening?",friends
114,['lehoangminh.ai.tech@gmail.com'],"I'm feeling a little down today, just one of those days. Do you have time for a quick phone call later to cheer me up?",friends
115,['lehoangminh.ai.tech@gmail.com'],"Throwback Photo: I just found this picture of us from middle school. Look at those terrible haircuts! Had to share, it made my day.",friends
116,['lehoangminh.ai.tech@gmail.com'],"I finally finished building that custom PC we talked about! It's running all my games on ultra settings. Come over and test it out this weekend.",friends
117,['lehoangminh.ai.tech@gmail.com'],"I'm making a donation to the local animal shelter in your name for your birthday. Hope you like it! You're a great friend.",friends
118,['lehoangminh.ai.tech@gmail.com'],"Just checking in to see how you're doing after your surgery last week. Hope the recovery is going well! Let me know if you need anything at all.",friends
119,['lehoangminh.ai.tech@gmail.com'],"I need some advice on buying a new house. Do you still talk to that realtor, Sarah? Could you pass along her contact information to me?",friends
120,['lehoangminh.ai.tech@gmail.com'],"The company will organize a soft skills training next week for all employees. This is a good chance to improve communication and teamwork. Please register via the link attached in this email. All details about the training will be sent after you complete registration.",work
121,['lehoangminh.ai.tech@gmail.com'],"The project meeting will take place on Wednesday afternoon in the main meeting room. The agenda includes progress review and new task assignment for next week. Everyone is requested to prepare comments before the meeting. Full participation will help the project achieve the desired results.",work
122,['lehoangminh.ai.tech@gmail.com'],"This week’s work report must be submitted before 5pm Friday. Please check the data carefully to avoid errors in the summary. If you need help, contact IT for early resolution. Don’t forget to add improvement suggestions for better project efficiency.",work
123,['lehoangminh.ai.tech@gmail.com'],"The team will meet at 9am tomorrow on the third floor to discuss next week’s plan. Please prepare your personal progress report and unresolved issues. Make sure all related documents are updated. The meeting will help us adjust plans and allocate tasks more reasonably.",work
124,['lehoangminh.ai.tech@gmail.com'],"Please finish the report before the deadline to ensure project progress. If you have difficulties, contact your direct manager for timely support. All reports must be updated on the system before sending the hard copy. We need close cooperation to achieve common goals and best results.",work
125,['lehoangminh.ai.tech@gmail.com'],"Policy Update: The new remote work policy is now in effect, starting Monday. All employees must review the attached document and confirm they have read and understood the changes by Friday.",work
126,['lehoangminh.ai.tech@gmail.com'],"Quarterly Results: The Q3 sales numbers are in! We hit 115% of our target, thanks to everyone's hard work. A celebratory team lunch will be held next Tuesday in the cafeteria.",work
127,['lehoangminh.ai.tech@gmail.com'],"Scheduled Maintenance: Our email server will undergo essential maintenance this Saturday from 1 AM to 4 AM. Email service will be unavailable during this window. Please plan accordingly.",work
128,['lehoangminh.ai.tech@gmail.com'],"Follow-up: Regarding the client presentation yesterday, they requested a revision on the budget slide. Please prioritize updating the figures and resend the presentation to me by the end of the day.",work
129,['lehoangminh.ai.tech@gmail.com'],"Expense Report Reminder: All travel expense reports for the month of September are due today. Please submit them through the internal finance portal to ensure timely reimbursement.",work
130,['lehoangminh.ai.tech@gmail.com'],"New Client Proposal: The final version of the proposal for the Alpha account is attached. Please review it for any last-minute errors before we send it out tomorrow morning.",work
131,['lehoangminh.ai.tech@gmail.com'],"Team Building Event: Join us for a fun afternoon of bowling and dinner next Friday. Please sign up on the HR website by the end of the week so we can get a headcount.",work
132,['lehoangminh.ai.tech@gmail.com'],"Job Interview Request: We were very impressed with your application. We would like to schedule an interview with you next week. Please suggest three times that work best for you.",work
133,['lehoangminh.ai.tech@gmail.com'],"Urgent: The main server is currently down due to a power outage. Our IT team is working on the fix. Please use local copies of documents until further notice.",work
134,['lehoangminh.ai.tech@gmail.com'],"Performance Review: Your annual performance review meeting is scheduled for 10 AM on October 25th in my office. Please prepare a summary of your key accomplishments for the year.",work
135,['lehoangminh.ai.tech@gmail.com'],"Travel Booking Confirmation: Your flight to Chicago (Flight #UA456) has been confirmed. The hotel reservation details are included in the attached itinerary. Safe travels.",work
136,['lehoangminh.ai.tech@gmail.com'],"Hiring Announcement: Please welcome Sarah Jenkins, our new Marketing Director, who will be joining our team starting Monday. Her desk is located on the 4th floor.",work
137,['lehoangminh.ai.tech@gmail.com'],"Mandatory Security Training: All employees must complete the new online data security module by the end of the month. Failure to complete it may result in restricted network access.",work
138,['lehoangminh.ai.tech@gmail.com'],"Request for Leave: Your request for paid time off from November 1st to November 5th has been approved by management. Enjoy your time off!",work
139,['lehoangminh.ai.tech@gmail.com'],"Client Feedback: The client provided positive feedback on the Q2 advertising campaign and noted they would like to increase the budget for the next quarter.",work
140,['lehoangminh.ai.tech@gmail.com'],"System Upgrade Notification: Our internal software system will be updated this Sunday morning. Please save all your work before the end of the day Friday.",work
141,['lehoangminh.ai.tech@gmail.com'],"Meeting Cancellation: Today's 3 PM check-in meeting has been canceled due to an unexpected client emergency. Please use the time to focus on your current tasks.",work
142,['lehoangminh.ai.tech@gmail.com'],"Annual Benefits Enrollment: The period for choosing your health, dental, and vision insurance for the next year begins today. Make your selections in the HR portal.",work
143,['lehoangminh.ai.tech@gmail.com'],"Congratulations on your promotion to Senior Analyst! Your new salary and responsibilities will take effect immediately. Well deserved!",work
144,['lehoangminh.ai.tech@gmail.com'],"Final Report Draft: I have attached the consolidated Q4 financial report. Please review the 'Revenue' section for accuracy and send me your sign-off by noon.",work
145,['lehoangminh.ai.tech@gmail.com'],"Vendor Selection: We have decided to move forward with the proposal from 'Cloud Storage Solutions' for our new data hosting needs. Please initiate the contract process.",work
146,['lehoangminh.ai.tech@gmail.com'],"Office Closure: The office will be closed on Thanksgiving Day, November 28th. Please confirm your return date with your manager if you plan on taking extra days off.",work
147,['lehoangminh.ai.tech@gmail.com'],"Team Luncheon Invitation: Join the development team for pizza on Wednesday to celebrate the successful launch of Project Phoenix.",work
148,['lehoangminh.ai.tech@gmail.com'],"Internal Memo: Effective next Monday, all security codes for the server room will be updated. Please stop by the security desk to receive your new code.",work
149,['lehoangminh.ai.tech@gmail.com'],"Welcome Aboard! Your employee onboarding documents are ready to be signed electronically. Please complete them before your first day.",work
150,['lehoangminh.ai.tech@gmail.com'],"The year-end promotion has officially started with discounts up to 70%. Hundreds of products from famous brands are waiting for you. Our customer service team is always ready to support 24/7. Don’t forget to check your cart to make sure you don’t miss any offer.",advertising
151,['lehoangminh.ai.tech@gmail.com'],"Super attractive weekend promotion: 50% off all items in store. We guarantee fast and free shipping for orders from 500,000 VND. Loyal customers will get extra points to redeem gifts. Hurry up to place your order and don’t miss the chance.",advertising
152,['lehoangminh.ai.tech@gmail.com'],"We bring a special offer: buy 1 product and get 1 free from our catalog. The program lasts only 3 days, so hurry to order. This is a great chance to save and get more quality products. Share this info with friends to enjoy the offer together.",advertising
153,['lehoangminh.ai.tech@gmail.com'],"Don’t miss the chance to own the newly launched product with many outstanding features. Order today to receive valuable gifts. Limited quantity and the offer is for the fastest customers only. Contact us now for more details and enjoy the best service.",advertising
154,['lehoangminh.ai.tech@gmail.com'],"Buy today for huge discounts! The program lasts until the end of this week so don’t miss out. We commit to bringing you quality products at the best price. Subscribe to our newsletter for more exciting promotions in the future. Thank you for always supporting our brand.",advertising
155,['lehoangminh.ai.tech@gmail.com'],"Dream Destinations: Explore our flash sale on luxury cruises to the Caribbean! Book any stateroom this week and receive a free shore excursion package. Don't wait, these prices won't last!",advertising
156,['lehoangminh.ai.tech@gmail.com'],"New Arrivals Alert! Our fall collection has just dropped, featuring cozy sweaters and stylish boots. Use code **AUTUMN15** at checkout for 15% off your entire order, today only.",advertising
157,['lehoangminh.ai.tech@gmail.com'],"Need to boost your team's productivity? Try our powerful new project management software for free for 30 days. No credit card required. See why thousands of companies are making the switch!",advertising
158,['lehoangminh.ai.tech@gmail.com'],"Is your house ready for the holidays? Schedule a deep-cleaning service with us this month and get 20% off your first booking. Mention this email when you call to claim the discount.",advertising
159,['lehoangminh.ai.tech@gmail.com'],"Hungry? We've partnered with three new local restaurants! Order from any of them tonight and get free delivery on orders over $15. Open the app to see the menus and place your order!",advertising
160,['lehoangminh.ai.tech@gmail.com'],"Clearance Sale: Up to 90% off on all discontinued items! Shop our final markdown event before everything is gone forever. Limited stock available online and in-store.",advertising
161,['lehoangminh.ai.tech@gmail.com'],"Introducing our Loyalty Program! Sign up today and get 500 bonus points instantly. Redeem points for exclusive discounts and early access to sales.",advertising
162,['lehoangminh.ai.tech@gmail.com'],"Upgrade Your Kitchen: Save $300 on our best-selling smart refrigerator this week only. Free installation included with every purchase.",advertising
163,['lehoangminh.ai.tech@gmail.com'],"Just For You: We noticed you viewed our running shoes. Here is a special 10% off code, **RUNFASTER**, valid for the next 48 hours on any athletic footwear.",advertising
164,['lehoangminh.ai.tech@gmail.com'],"Investment Opportunity: Learn how to invest in real estate with zero down payment. Attend our free weekend workshop for all the secrets the experts use.",advertising
165,['lehoangminh.ai.tech@gmail.com'],"Father's Day Gift Guide: Find the perfect gift for Dad in our curated collection of gadgets and tools. Order by Wednesday for guaranteed delivery by the weekend.",advertising
166,['lehoangminh.ai.tech@gmail.com'],"Win a Free Car! Enter our massive summer giveaway by filling out a quick form on our website. No purchase necessary to enter.",advertising
